,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,mileage,price,price_over_mileage
314,314,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/dac07c3afbd847548f10d549db3ce8f8.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': ''}",LX 570,New 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 81720, 'itemCondition': 'http://schema.org/New', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495003790,8-Cylinder,JTJHY7AX8J4272402,Vq21/Black,Automatic,,81720,
315,315,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/f906e3718c8e42f6b2bcb36923705ab7.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '4,401'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 81000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496186953,8-Cylinder,JTJHY7AX9J4253065,Black,Automatic,4401.0,81000,18.404907975460123
316,316,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '9,074'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 80991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502144247,8-Cylinder,JTJHY7AX6H4250313,Cabernet,Automatic,9074.0,80991,8.925611637646021
317,317,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/ec4a81ebc96c48638f6cbbec7dc2a52d.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '20,296'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 80644, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500422952,8-Cylinder,JTJHY7AX6H4241739,Cabernet,Automatic,20296.0,80644,3.9733937721718564
318,318,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,,Lexus,"{'@type': 'QuantitativeValue', 'value': '11,458'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 80500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502151884,8-Cylinder,JTJHY7AX3J4263767,,Automatic,11458.0,80500,7.025658928259731
319,319,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/b904566a3b404b39993833feed7c6d7e.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '17,669'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501694020,8-Cylinder,JTJHY7AX6J4260393,Parchment,Automatic,17669.0,79990,4.5271379251796935
320,320,http://schema.org/,Car,['Sport Utility'],Lexus,,4 wheel drive - rear,https://images.autotrader.com/hn/c/2b5903d6128442e3818ac0fcfa255a2e.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '14,815'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79990, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498613945,8-Cylinder,JTJHY7AX5H4221840,Tan,Automatic,14815.0,79990,5.399257509281134
321,321,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/9b94316bbc6c4e85b6e4a46ab528e0a4.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '8,137'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79988, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496997964,8-Cylinder,JTJHY7AX4H4251248,Lr21 Black,Automatic,8137.0,79988,9.83015853508664
322,322,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/images/2018/11/16/499/967/43634800471.499967479.IM1.MAIN.1600x1200_A.1600x1067.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '22,549'}",LX 570,Certified 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79950, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499967479,8-Cylinder,JTJHY7AX9J4256225,Parchment Leather With Open Po,Automatic,22549.0,79950,3.545611778792851
323,323,http://schema.org/,Car,['Sport Utility'],Lexus,,4 wheel drive - rear,https://images.autotrader.com/hn/c/4d8913da586e4d5c95b1aa0738a61f5c.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '22,956'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500630416,8-Cylinder,JTJHY7AX3H4238460,,Automatic,22956.0,79900,3.480571528140791
324,324,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/d17317e57bba45b1974b0906289bb8cf.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '24,904'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79875, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494583785,8-Cylinder,JTJHY7AX0H4229246,Black,Automatic,24904.0,79875,3.2073160938001926
325,325,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/pictures/model_info/Imagesv2_US_EN/All/22852.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '18,420'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79851, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501619602,8-Cylinder,JTJHY7AX8H4235912,Cabernet,Automatic,18420.0,79851,4.335016286644951
326,326,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/hn/c/192b329c77964271a411496ab5cb35c4.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '3,318'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79781, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501822226,8-Cylinder,JTJHY7AXXH4240030,Cabernet,Automatic,3318.0,79781,24.044906570223027
327,327,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/3125181e0ab34fab935ff0ed83f899ec.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '8,719'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79171, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501783574,8-Cylinder,JTJHY7AX1H4242166,Cabernet,Automatic,8719.0,79171,9.080284436288565
328,328,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/682a9fd4515d4bc2a15fd0afb31c54ba.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '10,201'}",LX 570,Certified 2016 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 79000, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2016,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501044342,8-Cylinder,JTJHY7AX8G4198102,Parchment,Automatic,10201.0,79000,7.744338790314675
329,329,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/hn/c/ac61c87467374f15acb1d60d28e10778.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '4,918'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 78950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500353942,8-Cylinder,JTJHY7AX3J4273862,Black,Automatic,4918.0,78950,16.053273688491256
330,330,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/images/2018/10/31/498/373/43633389767.498373808.IM1.MAIN.1600x1200_A.1600x1067.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '25,465'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 78950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498373808,8-Cylinder,JTJHY7AX1H4232933,Gray,Automatic,25465.0,78950,3.1003337914785
331,331,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/15f0306210a844eebc77d1627e5ce3e0.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '602'}",LX 570,Certified 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 78750, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500251128,8-Cylinder,JTJHY7AX7J4269605,Black,Automatic,602.0,78750,130.8139534883721
332,332,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/80c54d35cdb2455fb89f27942db2fd00.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '11,708'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 78643, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499227359,8-Cylinder,JTJHY7AX7H4227090,Parchment,Automatic,11708.0,78643,6.717031089853092
333,333,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/06149c1bdbad4e66b01028d1fffe1021.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '30,882'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77998, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500845423,8-Cylinder,JTJHY7AX2H4225005,Parchment,Automatic,30882.0,77998,2.5256783887053946
334,334,http://schema.org/,Car,['Sport Utility'],Lexus,Blue,4 wheel drive - rear,https://images.autotrader.com/hn/c/78c7fef4fc974fa29f459361e8e7940e.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '7,691'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77987, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499260261,8-Cylinder,JTJHY7AX2H4245450,Parchment,Automatic,7691.0,77987,10.140033805746977
335,335,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/8987ab9d380e4366aeb5c330023d9b81.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '7,011'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77987, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496504291,8-Cylinder,JTJHY7AX0H4233510,Black,Automatic,7011.0,77987,11.123520182570246
336,336,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/71bf7b5caf5b4142a19df084d02aa25b.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '18,053'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77986, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498930319,8-Cylinder,JTJHY7AXXH4233630,Cabernet,Automatic,18053.0,77986,4.319836038331579
337,337,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/d4a11485f7cf4d18818a035a4572e259.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '17,896'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77979, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500019012,8-Cylinder,JTJHY7AX0H4229781,Parchment,Automatic,17896.0,77979,4.357342422887796
338,338,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/hn/c/af4a6ccd2421497b8cd388cc7bb32a42.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '17,231'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77950, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501496809,8-Cylinder,JTJHY7AXXH4226323,Parchment,Automatic,17231.0,77950,4.523823341651674
339,339,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/images/2017/12/29/474/567/43606135392.474567664.IM1.MAIN.1000x766_A.172x129.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '11,300'}",LX 570,Used 2016 Lexus LX 570,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2016,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=474567664,8-Cylinder,,Black,Automatic,11300.0,77900,6.893805309734513
340,340,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/4efc0db028834b72a21ac0bac6b7db54.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '15,958'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500332303,8-Cylinder,JTJHY7AX2H4223271,Black,Automatic,15958.0,77900,4.881564105777667
341,341,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/hn/c/c88f9fe4defe48449e6e029afd0c4891.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '1,028'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77588, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499769987,8-Cylinder,JTJHY7AX6J4271040,Black,Automatic,1028.0,77588,75.47470817120623
342,342,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/0f48a919b271491a8dbf8604456305f3.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '11,089'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498847490,8-Cylinder,JTJHY7AX8H4249275,Parchment,Automatic,11089.0,77500,6.988907926774281
343,343,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,,Lexus,"{'@type': 'QuantitativeValue', 'value': '18,130'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501663810,8-Cylinder,JTJHY7AXXH4250315,Cabernet,Automatic,18130.0,77500,4.274682846111418
344,344,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/hn/c/37c292e3eb5841548675da4c6bf7ae41.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '9,053'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 77446, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498939875,8-Cylinder,JTJHY7AX5J4262555,Parchment,Automatic,9053.0,77446,8.554733237600795
345,345,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/35744fde6bcf4cd89709e02c8c6fa8d3.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '26,664'}",LX 570,Certified 2016 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 76990, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2016,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499241437,8-Cylinder,JTJHY7AXXG4191121,Parchment,Automatic,26664.0,76990,2.887413741374137
346,346,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/hn/c/41d672179e054c87a7f0b086f55a1d31.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '23,400'}",LX 570,Certified 2016 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 76988, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2016,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500169440,8-Cylinder,JTJHY7AX6G4197370,,Automatic,23400.0,76988,3.29008547008547
347,347,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/1480ddcd96e74aadb9400cd3ce9a32aa.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '13,512'}",LX 570,Certified 2016 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 76600, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2016,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499701539,8-Cylinder,JTJHY7AX4G4207023,Cabernet,Automatic,13512.0,76600,5.669034931912374
348,348,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/62c38d1e72d14c05b77d2a2b4f9517c6.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '13,850'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 76500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498878039,8-Cylinder,JTJHY7AX4H4230917,,Automatic,13850.0,76500,5.5234657039711195
349,349,http://schema.org/,Car,['Sport Utility'],Lexus,Black,4 wheel drive - rear,https://images.autotrader.com/hn/c/717d89107fd6497182db2d5d1e1950d0.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '25,852'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501486713,8-Cylinder,JTJHY7AX3H4227099,Parchment,Automatic,25852.0,75995,2.9396178245396873
350,350,http://schema.org/,Car,['Sport Utility'],Lexus,,4 wheel drive - rear,https://images.autotrader.com/hn/c/c2e210c2ef104147a5c7ff7150cf19ca.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '7,284'}",LX 570,Used 2018 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2018,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501746349,8-Cylinder,JTJHY7AX0J4256520,,Automatic,7284.0,75991,10.432591982427239
351,351,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/ee0184de9d9f43c3835d88306ee841a2.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '5,643'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499141905,8-Cylinder,JTJHY7AX7H4235884,Black Leather,Automatic,5643.0,75988,13.465886939571151
352,352,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/f22cf4b69f174135923f09e7121119ef.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '21,830'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75977, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495533577,8-Cylinder,JTJHY7AX7H4230135,,Automatic,21830.0,75977,3.480393953275309
353,353,http://schema.org/,Car,['Sport Utility'],Lexus,Silver,4 wheel drive - rear,https://images.autotrader.com/hn/c/36e98eacea944a5da1600f2792a06f49.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '18,618'}",LX 570,Certified 2016 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75950, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2016,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501857235,8-Cylinder,JTJHY7AX6G4191746,Cabernet,Automatic,18618.0,75950,4.079385540874423
354,354,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/hn/c/78033487e794439396b0336cb929cc82.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '14,527'}",LX 570,Used 2016 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2016,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496674811,8-Cylinder,JTJHY7AX4G4197349,Parchment,Automatic,14527.0,75950,5.228195773387485
355,355,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/6035ebbc6f994231b11b6f04b51382a9.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '17,366'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500297994,8-Cylinder,JTJHY7AX3H4244176,Cabernet,Automatic,17366.0,75900,4.3706092364390186
356,356,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/8193c2ae769f48608c22b1505e632354.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '20,924'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75888, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495364729,8-Cylinder,JTJHY7AX3H4230343,Parchment,Automatic,20924.0,75888,3.6268399923532786
357,357,http://schema.org/,Car,['Sport Utility'],Lexus,Gray,4 wheel drive - rear,https://images.autotrader.com/hn/c/aec68d7840e041b1909b7a03aaeef536.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '12,043'}",LX 570,Used 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75797, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500247958,8-Cylinder,JTJHY7AX1H4233080,Parchment,Automatic,12043.0,75797,6.293863655235406
358,358,http://schema.org/,Car,['Sport Utility'],Lexus,White,4 wheel drive - rear,https://images.autotrader.com/hn/c/8f5b08e995ae418498e0c752270d4198.jpg,Lexus,"{'@type': 'QuantitativeValue', 'value': '19,235'}",LX 570,Certified 2017 Lexus LX 570 4WD,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 75585, 'itemCondition': 'http://schema.org/Certified', 'availability': 'http://schema.org/InStock'}",2017,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494901667,8-Cylinder,JTJHY7AX4H4225524,Parchment,Automatic,19235.0,75585,3.9295554977904863
